date,outlet,dish,quantity,channel
2026-01-11,Marina,Beef Rice Bowl,28,POS
2026-01-11,Marina,Beef Rice Bowl,11,Delivery
2026-01-11,Marina,Mushroom Pizza,37,POS
2026-01-11,Marina,Mushroom Pizza,13,Delivery
2026-01-11,Uptown,Chicken Rice Bowl,13,POS
2026-01-11,Uptown,Chicken Rice Bowl,5,Delivery
2026-01-11,Uptown,Beef Burger,16,POS
2026-01-11,Uptown,Beef Burger,6,Delivery
2026-01-11,Uptown,Veggie Salad,20,POS
2026-01-11,Uptown,Veggie Salad,9,Delivery
2026-01-11,Uptown,Spaghetti Bolognese,23,POS
2026-01-11,Uptown,Spaghetti Bolognese,9,Delivery
2026-01-11,Uptown,Fish Tacos,31,POS
2026-01-11,Uptown,Fish Tacos,10,Delivery
2026-01-11,Uptown,Fried Rice,35,POS
2026-01-11,Uptown,Fried Rice,13,Delivery
2026-01-11,Uptown,Ramen,42,POS
2026-01-11,Uptown,Ramen,14,Delivery
2026-01-11,Uptown,Grilled Chicken Plate,13,POS
2026-01-11,Uptown,Grilled Chicken Plate,5,Delivery
2026-01-11,Uptown,Caesar Wrap,16,POS
2026-01-11,Uptown,Caesar Wrap,7,Delivery
2026-01-11,Uptown,Margherita Pizza,23,POS
2026-01-11,Uptown,Margherita Pizza,9,Delivery
2026-01-11,Uptown,Pad Thai,26,POS
2026-01-11,Uptown,Pad Thai,11,Delivery
2026-01-11,Uptown,Beef Rice Bowl,25,POS
2026-01-11,Uptown,Beef Rice Bowl,9,Delivery
2026-01-11,Uptown,Mushroom Pizza,32,POS
2026-01-11,Uptown,Mushroom Pizza,13,Delivery
2026-01-11,Airport,Chicken Rice Bowl,21,POS
2026-01-11,Airport,Chicken Rice Bowl,9,Delivery
2026-01-11,Airport,Beef Burger,27,POS
2026-01-11,Airport,Beef Burger,10,Delivery
2026-01-11,Airport,Veggie Salad,34,POS
2026-01-11,Airport,Veggie Salad,13,Delivery
2026-01-11,Airport,Spaghetti Bolognese,37,POS
2026-01-11,Airport,Spaghetti Bolognese,14,Delivery
2026-01-11,Airport,Fried Rice,56,POS
2026-01-11,Airport,Fried Rice,19,Delivery
2026-01-11,Airport,Ramen,47,POS
2026-01-11,Airport,Ramen,16,Delivery
2026-01-11,Airport,Grilled Chicken Plate,19,POS
2026-01-11,Airport,Grilled Chicken Plate,7,Delivery
2026-01-11,Airport,Caesar Wrap,29,POS
2026-01-11,Airport,Caesar Wrap,12,Delivery
2026-01-11,Airport,Margherita Pizza,31,POS
2026-01-11,Airport,Margherita Pizza,11,Delivery
2026-01-11,Airport,Pad Thai,34,POS
2026-01-11,Airport,Pad Thai,13,Delivery
2026-01-11,Airport,Beef Rice Bowl,42,POS
2026-01-11,Airport,Beef Rice Bowl,16,Delivery
2026-01-12,Downtown,Chicken Rice Bowl,19,POS
2026-01-12,Downtown,Chicken Rice Bowl,7,Delivery
2026-01-12,Downtown,Beef Burger,20,POS
2026-01-12,Downtown,Beef Burger,7,Delivery
2026-01-12,Downtown,Veggie Salad,21,POS
2026-01-12,Downtown,Veggie Salad,9,Delivery
2026-01-12,Downtown,Spaghetti Bolognese,29,POS
2026-01-12,Downtown,Spaghetti Bolognese,11,Delivery
2026-01-12,Downtown,Fish Tacos,36,POS
2026-01-12,Downtown,Fish Tacos,14,Delivery
2026-01-12,Downtown,Fried Rice,35,POS
2026-01-12,Downtown,Fried Rice,12,Delivery
2026-01-12,Downtown,Ramen,44,POS
2026-01-12,Downtown,Ramen,15,Delivery
2026-01-12,Downtown,Grilled Chicken Plate,16,POS
2026-01-12,Downtown,Grilled Chicken Plate,6,Delivery
2026-01-12,Downtown,Caesar Wrap,21,POS
2026-01-12,Downtown,Caesar Wrap,8,Delivery
2026-01-12,Downtown,Pad Thai,33,POS
2026-01-12,Downtown,Pad Thai,12,Delivery
2026-01-12,Downtown,Beef Rice Bowl,35,POS
2026-01-12,Downtown,Beef Rice Bowl,12,Delivery
2026-01-12,Downtown,Mushroom Pizza,44,POS
2026-01-12,Downtown,Mushroom Pizza,16,Delivery
2026-01-12,Marina,Chicken Rice Bowl,12,POS
2026-01-12,Marina,Chicken Rice Bowl,5,Delivery
2026-01-12,Marina,Beef Burger,15,POS
2026-01-12,Marina,Beef Burger,6,Delivery
2026-01-12,Marina,Spaghetti Bolognese,20,POS
2026-01-12,Marina,Spaghetti Bolognese,9,Delivery
2026-01-12,Marina,Fish Tacos,27,POS
2026-01-12,Marina,Fish Tacos,11,Delivery
2026-01-12,Marina,Fried Rice,32,POS
2026-01-12,Marina,Fried Rice,11,Delivery
2026-01-12,Marina,Ramen,34,POS
2026-01-12,Marina,Ramen,13,Delivery
2026-01-12,Marina,Grilled Chicken Plate,10,POS
2026-01-12,Marina,Grilled Chicken Plate,4,Delivery
2026-01-12,Marina,Caesar Wrap,17,POS
2026-01-12,Marina,Caesar Wrap,6,Delivery
2026-01-12,Marina,Margherita Pizza,18,POS
2026-01-12,Marina,Margherita Pizza,8,Delivery
2026-01-12,Marina,Pad Thai,19,POS
2026-01-12,Marina,Pad Thai,8,Delivery
2026-01-12,Marina,Beef Rice Bowl,26,POS
2026-01-12,Marina,Beef Rice Bowl,11,Delivery
2026-01-12,Marina,Mushroom Pizza,27,POS
2026-01-12,Marina,Mushroom Pizza,10,Delivery
2026-01-12,Uptown,Chicken Rice Bowl,12,POS
2026-01-12,Uptown,Chicken Rice Bowl,5,Delivery
2026-01-12,Uptown,Beef Burger,13,POS
2026-01-12,Uptown,Beef Burger,5,Delivery
2026-01-12,Uptown,Veggie Salad,19,POS
2026-01-12,Uptown,Veggie Salad,7,Delivery
2026-01-12,Uptown,Spaghetti Bolognese,20,POS
2026-01-12,Uptown,Spaghetti Bolognese,8,Delivery
2026-01-12,Uptown,Fish Tacos,27,POS
2026-01-12,Uptown,Fish Tacos,10,Delivery
2026-01-12,Uptown,Fried Rice,30,POS
2026-01-12,Uptown,Fried Rice,11,Delivery
2026-01-12,Uptown,Ramen,24,POS
2026-01-12,Uptown,Ramen,10,Delivery
2026-01-12,Uptown,Grilled Chicken Plate,12,POS
2026-01-12,Uptown,Grilled Chicken Plate,4,Delivery
2026-01-12,Uptown,Caesar Wrap,12,POS
2026-01-12,Uptown,Caesar Wrap,5,Delivery
2026-01-12,Uptown,Margherita Pizza,17,POS
2026-01-12,Uptown,Margherita Pizza,7,Delivery
2026-01-12,Uptown,Pad Thai,16,POS
2026-01-12,Uptown,Pad Thai,7,Delivery
2026-01-12,Uptown,Beef Rice Bowl,23,POS
2026-01-12,Uptown,Beef Rice Bowl,9,Delivery
2026-01-12,Uptown,Mushroom Pizza,23,POS
2026-01-12,Uptown,Mushroom Pizza,8,Delivery
2026-01-12,Airport,Chicken Rice Bowl,16,POS
2026-01-12,Airport,Chicken Rice Bowl,6,Delivery
2026-01-12,Airport,Beef Burger,16,POS
2026-01-12,Airport,Beef Burger,6,Delivery
2026-01-12,Airport,Veggie Salad,24,POS
2026-01-12,Airport,Veggie Salad,9,Delivery
2026-01-12,Airport,Spaghetti Bolognese,26,POS
2026-01-12,Airport,Spaghetti Bolognese,12,Delivery
2026-01-12,Airport,Fish Tacos,32,POS
2026-01-12,Airport,Fish Tacos,12,Delivery
2026-01-12,Airport,Fried Rice,34,POS
2026-01-12,Airport,Fried Rice,13,Delivery
2026-01-12,Airport,Ramen,40,POS
2026-01-12,Airport,Ramen,13,Delivery
2026-01-12,Airport,Grilled Chicken Plate,15,POS
2026-01-12,Airport,Grilled Chicken Plate,6,Delivery
2026-01-12,Airport,Caesar Wrap,19,POS
2026-01-12,Airport,Caesar Wrap,8,Delivery
2026-01-12,Airport,Margherita Pizza,17,POS
2026-01-12,Airport,Margherita Pizza,7,Delivery
2026-01-12,Airport,Pad Thai,27,POS
2026-01-12,Airport,Pad Thai,12,Delivery
2026-01-12,Airport,Beef Rice Bowl,27,POS
2026-01-12,Airport,Beef Rice Bowl,11,Delivery
2026-01-12,Airport,Mushroom Pizza,36,POS
2026-01-12,Airport,Mushroom Pizza,14,Delivery
2026-01-13,Downtown,Chicken Rice Bowl,15,POS
2026-01-13,Downtown,Chicken Rice Bowl,5,Delivery
2026-01-13,Downtown,Beef Burger,16,POS
2026-01-13,Downtown,Beef Burger,7,Delivery
2026-01-13,Downtown,Veggie Salad,19,POS
2026-01-13,Downtown,Veggie Salad,8,Delivery
2026-01-13,Downtown,Spaghetti Bolognese,27,POS
2026-01-13,Downtown,Spaghetti Bolognese,11,Delivery
2026-01-13,Downtown,Fish Tacos,35,POS
2026-01-13,Downtown,Fish Tacos,15,Delivery
2026-01-13,Downtown,Fried Rice,39,POS
2026-01-13,Downtown,Fried Rice,14,Delivery
2026-01-13,Downtown,Ramen,35,POS
2026-01-13,Downtown,Ramen,14,Delivery
2026-01-13,Downtown,Grilled Chicken Plate,14,POS
2026-01-13,Downtown,Grilled Chicken Plate,6,Delivery
2026-01-13,Downtown,Caesar Wrap,18,POS
2026-01-13,Downtown,Caesar Wrap,8,Delivery
2026-01-13,Downtown,Margherita Pizza,24,POS
2026-01-13,Downtown,Margherita Pizza,10,Delivery
2026-01-13,Downtown,Pad Thai,24,POS
2026-01-13,Downtown,Pad Thai,11,Delivery
2026-01-13,Downtown,Beef Rice Bowl,28,POS
2026-01-13,Downtown,Beef Rice Bowl,12,Delivery
2026-01-13,Downtown,Mushroom Pizza,38,POS
2026-01-13,Downtown,Mushroom Pizza,18,Delivery
2026-01-13,Marina,Chicken Rice Bowl,11,POS
2026-01-13,Marina,Chicken Rice Bowl,5,Delivery
2026-01-13,Marina,Beef Burger,13,POS
2026-01-13,Marina,Beef Burger,5,Delivery
2026-01-13,Marina,Spaghetti Bolognese,22,POS
2026-01-13,Marina,Spaghetti Bolognese,10,Delivery
2026-01-13,Marina,Fish Tacos,24,POS
2026-01-13,Marina,Fish Tacos,9,Delivery
2026-01-13,Marina,Fried Rice,27,POS
2026-01-13,Marina,Fried Rice,10,Delivery
2026-01-13,Marina,Ramen,35,POS
2026-01-13,Marina,Ramen,12,Delivery
2026-01-13,Marina,Grilled Chicken Plate,12,POS
2026-01-13,Marina,Grilled Chicken Plate,5,Delivery
2026-01-13,Marina,Caesar Wrap,13,POS
2026-01-13,Marina,Caesar Wrap,5,Delivery
2026-01-13,Marina,Margherita Pizza,20,POS
2026-01-13,Marina,Margherita Pizza,8,Delivery
2026-01-13,Marina,Pad Thai,19,POS
2026-01-13,Marina,Pad Thai,8,Delivery
2026-01-13,Marina,Beef Rice Bowl,24,POS
2026-01-13,Marina,Beef Rice Bowl,9,Delivery
2026-01-13,Marina,Mushroom Pizza,30,POS
2026-01-13,Marina,Mushroom Pizza,13,Delivery
2026-01-13,Uptown,Chicken Rice Bowl,10,POS
2026-01-13,Uptown,Chicken Rice Bowl,4,Delivery
2026-01-13,Uptown,Beef Burger,13,POS
2026-01-13,Uptown,Beef Burger,5,Delivery
2026-01-13,Uptown,Veggie Salad,20,POS
2026-01-13,Uptown,Veggie Salad,8,Delivery
2026-01-13,Uptown,Spaghetti Bolognese,23,POS
2026-01-13,Uptown,Spaghetti Bolognese,8,Delivery
2026-01-13,Uptown,Fish Tacos,26,POS
2026-01-13,Uptown,Fish Tacos,9,Delivery
2026-01-13,Uptown,Ramen,35,POS
2026-01-13,Uptown,Ramen,14,Delivery
2026-01-13,Uptown,Grilled Chicken Plate,13,POS
2026-01-13,Uptown,Grilled Chicken Plate,4,Delivery
2026-01-13,Uptown,Caesar Wrap,15,POS
2026-01-13,Uptown,Caesar Wrap,5,Delivery
2026-01-13,Uptown,Margherita Pizza,19,POS
2026-01-13,Uptown,Margherita Pizza,7,Delivery
2026-01-13,Uptown,Pad Thai,17,POS
2026-01-13,Uptown,Pad Thai,7,Delivery
2026-01-13,Uptown,Beef Rice Bowl,25,POS
2026-01-13,Uptown,Beef Rice Bowl,8,Delivery
2026-01-13,Uptown,Mushroom Pizza,24,POS
2026-01-13,Uptown,Mushroom Pizza,10,Delivery
2026-01-13,Airport,Chicken Rice Bowl,14,POS
2026-01-13,Airport,Chicken Rice Bowl,5,Delivery
2026-01-13,Airport,Beef Burger,17,POS
2026-01-13,Airport,Beef Burger,8,Delivery
2026-01-13,Airport,Veggie Salad,24,POS
2026-01-13,Airport,Veggie Salad,10,Delivery
2026-01-13,Airport,Spaghetti Bolognese,28,POS
2026-01-13,Airport,Spaghetti Bolognese,10,Delivery
2026-01-13,Airport,Fish Tacos,34,POS
2026-01-13,Airport,Fish Tacos,13,Delivery
2026-01-13,Airport,Fried Rice,37,POS
2026-01-13,Airport,Fried Rice,16,Delivery
2026-01-13,Airport,Ramen,46,POS
2026-01-13,Airport,Ramen,18,Delivery
2026-01-13,Airport,Caesar Wrap,19,POS
2026-01-13,Airport,Caesar Wrap,7,Delivery
2026-01-13,Airport,Margherita Pizza,27,POS
2026-01-13,Airport,Margherita Pizza,10,Delivery
2026-01-13,Airport,Pad Thai,25,POS
2026-01-13,Airport,Pad Thai,10,Delivery
2026-01-13,Airport,Beef Rice Bowl,32,POS
2026-01-13,Airport,Beef Rice Bowl,13,Delivery
2026-01-13,Airport,Mushroom Pizza,30,POS
2026-01-13,Airport,Mushroom Pizza,12,Delivery
2026-01-14,Downtown,Chicken Rice Bowl,16,POS
2026-01-14,Downtown,Chicken Rice Bowl,6,Delivery
2026-01-14,Downtown,Beef Burger,19,POS
2026-01-14,Downtown,Beef Burger,7,Delivery
2026-01-14,Downtown,Veggie Salad,22,POS
2026-01-14,Downtown,Veggie Salad,8,Delivery
2026-01-14,Downtown,Spaghetti Bolognese,23,POS
2026-01-14,Downtown,Spaghetti Bolognese,10,Delivery
2026-01-14,Downtown,Fish Tacos,26,POS
2026-01-14,Downtown,Fish Tacos,10,Delivery
2026-01-14,Downtown,Fried Rice,31,POS
2026-01-14,Downtown,Fried Rice,13,Delivery
2026-01-14,Downtown,Ramen,38,POS
2026-01-14,Downtown,Ramen,14,Delivery
2026-01-14,Downtown,Grilled Chicken Plate,15,POS
2026-01-14,Downtown,Grilled Chicken Plate,7,Delivery
2026-01-14,Downtown,Caesar Wrap,18,POS
2026-01-14,Downtown,Caesar Wrap,6,Delivery
2026-01-14,Downtown,Margherita Pizza,27,POS
2026-01-14,Downtown,Margherita Pizza,10,Delivery
2026-01-14,Downtown,Pad Thai,30,POS
2026-01-14,Downtown,Pad Thai,11,Delivery
2026-01-14,Downtown,Beef Rice Bowl,34,POS
2026-01-14,Downtown,Beef Rice Bowl,12,Delivery
2026-01-14,Downtown,Mushroom Pizza,43,POS
2026-01-14,Downtown,Mushroom Pizza,15,Delivery
2026-01-14,Marina,Chicken Rice Bowl,12,POS
2026-01-14,Marina,Chicken Rice Bowl,5,Delivery
2026-01-14,Marina,Beef Burger,16,POS
2026-01-14,Marina,Beef Burger,5,Delivery
2026-01-14,Marina,Veggie Salad,19,POS
2026-01-14,Marina,Veggie Salad,8,Delivery
2026-01-14,Marina,Spaghetti Bolognese,22,POS
2026-01-14,Marina,Spaghetti Bolognese,9,Delivery
2026-01-14,Marina,Fish Tacos,27,POS
2026-01-14,Marina,Fish Tacos,11,Delivery
2026-01-14,Marina,Fried Rice,29,POS
2026-01-14,Marina,Fried Rice,12,Delivery
2026-01-14,Marina,Ramen,30,POS
2026-01-14,Marina,Ramen,12,Delivery
2026-01-14,Marina,Grilled Chicken Plate,12,POS
2026-01-14,Marina,Grilled Chicken Plate,5,Delivery
2026-01-14,Marina,Caesar Wrap,17,POS
2026-01-14,Marina,Caesar Wrap,7,Delivery
2026-01-14,Marina,Margherita Pizza,18,POS
2026-01-14,Marina,Margherita Pizza,6,Delivery
2026-01-14,Marina,Pad Thai,25,POS
2026-01-14,Marina,Pad Thai,10,Delivery
2026-01-14,Marina,Beef Rice Bowl,23,POS
2026-01-14,Marina,Beef Rice Bowl,9,Delivery
2026-01-14,Marina,Mushroom Pizza,27,POS
2026-01-14,Marina,Mushroom Pizza,12,Delivery
2026-01-14,Uptown,Chicken Rice Bowl,13,POS
2026-01-14,Uptown,Chicken Rice Bowl,5,Delivery
2026-01-14,Uptown,Beef Burger,12,POS
2026-01-14,Uptown,Beef Burger,5,Delivery
2026-01-14,Uptown,Fish Tacos,21,POS
2026-01-14,Uptown,Fish Tacos,9,Delivery
2026-01-14,Uptown,Fried Rice,28,POS
2026-01-14,Uptown,Fried Rice,11,Delivery
2026-01-14,Uptown,Ramen,31,POS
2026-01-14,Uptown,Ramen,11,Delivery
2026-01-14,Uptown,Grilled Chicken Plate,12,POS
2026-01-14,Uptown,Grilled Chicken Plate,4,Delivery
2026-01-14,Uptown,Caesar Wrap,15,POS
2026-01-14,Uptown,Caesar Wrap,6,Delivery
2026-01-14,Uptown,Margherita Pizza,17,POS
2026-01-14,Uptown,Margherita Pizza,6,Delivery
2026-01-14,Uptown,Pad Thai,23,POS
2026-01-14,Uptown,Pad Thai,8,Delivery
2026-01-14,Uptown,Beef Rice Bowl,21,POS
2026-01-14,Uptown,Beef Rice Bowl,8,Delivery
2026-01-14,Uptown,Mushroom Pizza,33,POS
2026-01-14,Uptown,Mushroom Pizza,13,Delivery
2026-01-14,Airport,Chicken Rice Bowl,13,POS
2026-01-14,Airport,Chicken Rice Bowl,6,Delivery
2026-01-14,Airport,Beef Burger,19,POS
2026-01-14,Airport,Beef Burger,8,Delivery
2026-01-14,Airport,Veggie Salad,25,POS
2026-01-14,Airport,Veggie Salad,10,Delivery
2026-01-14,Airport,Spaghetti Bolognese,34,POS
2026-01-14,Airport,Spaghetti Bolognese,13,Delivery
2026-01-14,Airport,Fish Tacos,31,POS
2026-01-14,Airport,Fish Tacos,12,Delivery
2026-01-14,Airport,Fried Rice,40,POS
2026-01-14,Airport,Fried Rice,15,Delivery
2026-01-14,Airport,Ramen,52,POS
2026-01-14,Airport,Ramen,19,Delivery
2026-01-14,Airport,Grilled Chicken Plate,19,POS
2026-01-14,Airport,Grilled Chicken Plate,8,Delivery
2026-01-14,Airport,Margherita Pizza,30,POS
2026-01-14,Airport,Margherita Pizza,11,Delivery
2026-01-14,Airport,Pad Thai,29,POS
2026-01-14,Airport,Pad Thai,11,Delivery
2026-01-14,Airport,Beef Rice Bowl,34,POS
2026-01-14,Airport,Beef Rice Bowl,14,Delivery
2026-01-14,Airport,Mushroom Pizza,33,POS
2026-01-14,Airport,Mushroom Pizza,14,Delivery
2026-01-15,Downtown,Chicken Rice Bowl,17,POS
2026-01-15,Downtown,Chicken Rice Bowl,6,Delivery
2026-01-15,Downtown,Beef Burger,21,POS
2026-01-15,Downtown,Beef Burger,8,Delivery
2026-01-15,Downtown,Veggie Salad,25,POS
2026-01-15,Downtown,Veggie Salad,9,Delivery
2026-01-15,Downtown,Spaghetti Bolognese,26,POS
2026-01-15,Downtown,Spaghetti Bolognese,11,Delivery
2026-01-15,Downtown,Fish Tacos,27,POS
2026-01-15,Downtown,Fish Tacos,12,Delivery
2026-01-15,Downtown,Fried Rice,34,POS
2026-01-15,Downtown,Fried Rice,13,Delivery
2026-01-15,Downtown,Ramen,35,POS
2026-01-15,Downtown,Ramen,15,Delivery
2026-01-15,Downtown,Grilled Chicken Plate,17,POS
2026-01-15,Downtown,Grilled Chicken Plate,6,Delivery
2026-01-15,Downtown,Caesar Wrap,20,POS
2026-01-15,Downtown,Caesar Wrap,9,Delivery
2026-01-15,Downtown,Pad Thai,30,POS
2026-01-15,Downtown,Pad Thai,11,Delivery
2026-01-15,Downtown,Beef Rice Bowl,36,POS
2026-01-15,Downtown,Beef Rice Bowl,13,Delivery
2026-01-15,Downtown,Mushroom Pizza,35,POS
2026-01-15,Downtown,Mushroom Pizza,14,Delivery
2026-01-15,Marina,Chicken Rice Bowl,12,POS
2026-01-15,Marina,Chicken Rice Bowl,5,Delivery
2026-01-15,Marina,Beef Burger,17,POS
2026-01-15,Marina,Beef Burger,7,Delivery
2026-01-15,Marina,Spaghetti Bolognese,22,POS
2026-01-15,Marina,Spaghetti Bolognese,9,Delivery
2026-01-15,Marina,Fish Tacos,28,POS
2026-01-15,Marina,Fish Tacos,11,Delivery
2026-01-15,Marina,Ramen,33,POS
2026-01-15,Marina,Ramen,12,Delivery
2026-01-15,Marina,Grilled Chicken Plate,13,POS
2026-01-15,Marina,Grilled Chicken Plate,4,Delivery
2026-01-15,Marina,Caesar Wrap,19,POS
2026-01-15,Marina,Caesar Wrap,7,Delivery
2026-01-15,Marina,Margherita Pizza,19,POS
2026-01-15,Marina,Margherita Pizza,8,Delivery
2026-01-15,Marina,Pad Thai,26,POS
2026-01-15,Marina,Pad Thai,10,Delivery
2026-01-15,Marina,Beef Rice Bowl,28,POS
2026-01-15,Marina,Beef Rice Bowl,12,Delivery
2026-01-15,Marina,Mushroom Pizza,32,POS
2026-01-15,Marina,Mushroom Pizza,11,Delivery
2026-01-15,Uptown,Chicken Rice Bowl,12,POS
2026-01-15,Uptown,Chicken Rice Bowl,5,Delivery
2026-01-15,Uptown,Beef Burger,18,POS
2026-01-15,Uptown,Beef Burger,7,Delivery
2026-01-15,Uptown,Veggie Salad,18,POS
2026-01-15,Uptown,Veggie Salad,7,Delivery
2026-01-15,Uptown,Spaghetti Bolognese,24,POS
2026-01-15,Uptown,Spaghetti Bolognese,10,Delivery
2026-01-15,Uptown,Fish Tacos,27,POS
2026-01-15,Uptown,Fish Tacos,10,Delivery
2026-01-15,Uptown,Fried Rice,31,POS
2026-01-15,Uptown,Fried Rice,12,Delivery
2026-01-15,Uptown,Ramen,34,POS
2026-01-15,Uptown,Ramen,14,Delivery
2026-01-15,Uptown,Grilled Chicken Plate,14,POS
2026-01-15,Uptown,Grilled Chicken Plate,5,Delivery
2026-01-15,Uptown,Caesar Wrap,17,POS
2026-01-15,Uptown,Caesar Wrap,7,Delivery
2026-01-15,Uptown,Margherita Pizza,21,POS
2026-01-15,Uptown,Margherita Pizza,9,Delivery
2026-01-15,Uptown,Pad Thai,19,POS
2026-01-15,Uptown,Pad Thai,7,Delivery
2026-01-15,Uptown,Beef Rice Bowl,26,POS
2026-01-15,Uptown,Beef Rice Bowl,10,Delivery
2026-01-15,Uptown,Mushroom Pizza,30,POS
2026-01-15,Uptown,Mushroom Pizza,12,Delivery
2026-01-15,Airport,Chicken Rice Bowl,20,POS
2026-01-15,Airport,Chicken Rice Bowl,7,Delivery
2026-01-15,Airport,Beef Burger,24,POS
2026-01-15,Airport,Beef Burger,10,Delivery
2026-01-15,Airport,Veggie Salad,25,POS
2026-01-15,Airport,Veggie Salad,10,Delivery
2026-01-15,Airport,Spaghetti Bolognese,31,POS
2026-01-15,Airport,Spaghetti Bolognese,12,Delivery
2026-01-15,Airport,Fish Tacos,35,POS
2026-01-15,Airport,Fish Tacos,12,Delivery
2026-01-15,Airport,Fried Rice,48,POS
2026-01-15,Airport,Fried Rice,17,Delivery
2026-01-15,Airport,Ramen,52,POS
2026-01-15,Airport,Ramen,21,Delivery
2026-01-15,Airport,Grilled Chicken Plate,17,POS
2026-01-15,Airport,Grilled Chicken Plate,8,Delivery
2026-01-15,Airport,Caesar Wrap,22,POS
2026-01-15,Airport,Caesar Wrap,10,Delivery
2026-01-15,Airport,Margherita Pizza,24,POS
2026-01-15,Airport,Margherita Pizza,10,Delivery
2026-01-15,Airport,Pad Thai,30,POS
2026-01-15,Airport,Pad Thai,13,Delivery
2026-01-15,Airport,Beef Rice Bowl,38,POS
2026-01-15,Airport,Beef Rice Bowl,15,Delivery
2026-01-15,Airport,Mushroom Pizza,41,POS
2026-01-15,Airport,Mushroom Pizza,16,Delivery
2026-01-16,Downtown,Chicken Rice Bowl,21,POS
2026-01-16,Downtown,Chicken Rice Bowl,9,Delivery
2026-01-16,Downtown,Beef Burger,23,POS
2026-01-16,Downtown,Beef Burger,10,Delivery
2026-01-16,Downtown,Veggie Salad,34,POS
2026-01-16,Downtown,Veggie Salad,14,Delivery
2026-01-16,Downtown,Spaghetti Bolognese,43,POS
2026-01-16,Downtown,Spaghetti Bolognese,17,Delivery
2026-01-16,Downtown,Fish Tacos,47,POS
2026-01-16,Downtown,Fish Tacos,19,Delivery
2026-01-16,Downtown,Fried Rice,53,POS
2026-01-16,Downtown,Fried Rice,20,Delivery
2026-01-16,Downtown,Ramen,49,POS
2026-01-16,Downtown,Ramen,21,Delivery
2026-01-16,Downtown,Grilled Chicken Plate,22,POS
2026-01-16,Downtown,Grilled Chicken Plate,9,Delivery
2026-01-16,Downtown,Caesar Wrap,28,POS
2026-01-16,Downtown,Caesar Wrap,9,Delivery
2026-01-16,Downtown,Margherita Pizza,34,POS
2026-01-16,Downtown,Margherita Pizza,15,Delivery
2026-01-16,Downtown,Pad Thai,48,POS
2026-01-16,Downtown,Pad Thai,19,Delivery
2026-01-16,Downtown,Beef Rice Bowl,38,POS
2026-01-16,Downtown,Beef Rice Bowl,16,Delivery
2026-01-16,Downtown,Mushroom Pizza,58,POS
2026-01-16,Downtown,Mushroom Pizza,24,Delivery
2026-01-16,Marina,Chicken Rice Bowl,17,POS
2026-01-16,Marina,Chicken Rice Bowl,7,Delivery
2026-01-16,Marina,Beef Burger,19,POS
2026-01-16,Marina,Beef Burger,7,Delivery
2026-01-16,Marina,Veggie Salad,27,POS
2026-01-16,Marina,Veggie Salad,11,Delivery
2026-01-16,Marina,Spaghetti Bolognese,26,POS
2026-01-16,Marina,Spaghetti Bolognese,10,Delivery
2026-01-16,Marina,Fish Tacos,36,POS
2026-01-16,Marina,Fish Tacos,14,Delivery
2026-01-16,Marina,Fried Rice,42,POS
2026-01-16,Marina,Fried Rice,16,Delivery
2026-01-16,Marina,Ramen,48,POS
2026-01-16,Marina,Ramen,19,Delivery
2026-01-16,Marina,Grilled Chicken Plate,15,POS
2026-01-16,Marina,Grilled Chicken Plate,6,Delivery
2026-01-16,Marina,Caesar Wrap,18,POS
2026-01-16,Marina,Caesar Wrap,6,Delivery
2026-01-16,Marina,Margherita Pizza,29,POS
2026-01-16,Marina,Margherita Pizza,10,Delivery
2026-01-16,Marina,Pad Thai,25,POS
2026-01-16,Marina,Pad Thai,11,Delivery
2026-01-16,Marina,Beef Rice Bowl,35,POS
2026-01-16,Marina,Beef Rice Bowl,16,Delivery
2026-01-16,Marina,Mushroom Pizza,36,POS
2026-01-16,Marina,Mushroom Pizza,16,Delivery
2026-01-16,Uptown,Chicken Rice Bowl,15,POS
2026-01-16,Uptown,Chicken Rice Bowl,6,Delivery
2026-01-16,Uptown,Beef Burger,18,POS
2026-01-16,Uptown,Beef Burger,8,Delivery
2026-01-16,Uptown,Veggie Salad,24,POS
2026-01-16,Uptown,Veggie Salad,9,Delivery
2026-01-16,Uptown,Spaghetti Bolognese,32,POS
2026-01-16,Uptown,Spaghetti Bolognese,12,Delivery
2026-01-16,Uptown,Fried Rice,38,POS
2026-01-16,Uptown,Fried Rice,17,Delivery
2026-01-16,Uptown,Ramen,32,POS
2026-01-16,Uptown,Ramen,14,Delivery
2026-01-16,Uptown,Grilled Chicken Plate,14,POS
2026-01-16,Uptown,Grilled Chicken Plate,5,Delivery
2026-01-16,Uptown,Caesar Wrap,20,POS
2026-01-16,Uptown,Caesar Wrap,8,Delivery
2026-01-16,Uptown,Margherita Pizza,26,POS
2026-01-16,Uptown,Margherita Pizza,10,Delivery
2026-01-16,Uptown,Pad Thai,28,POS
2026-01-16,Uptown,Pad Thai,11,Delivery
2026-01-16,Uptown,Beef Rice Bowl,29,POS
2026-01-16,Uptown,Beef Rice Bowl,10,Delivery
2026-01-16,Uptown,Mushroom Pizza,40,POS
2026-01-16,Uptown,Mushroom Pizza,17,Delivery
2026-01-16,Airport,Chicken Rice Bowl,20,POS
2026-01-16,Airport,Chicken Rice Bowl,9,Delivery
2026-01-16,Airport,Beef Burger,25,POS
2026-01-16,Airport,Beef Burger,11,Delivery
